4.68441, 0, 0, 0, 4.77179, 0, 1.05426, 2.05841, 0, 0, 0, 0, 0.462068, 0, 0, 0
0, 5.99906, 0.370381, 3.27365, 1.57358, 0, 0, 0, 8.31325, 0, 0, 0, 6.04489, 9.26675, 15.2425, 5.67539
0, 0, 8.69975, 3.54056, 6.624, 0, 5.50013, 0, 6.48221, 0.34973, 7.40607, 1.79018, 0, 0, 0, 9.05908
2.82797, 0, 0, 0, 0, 0, 0, 0, 16.2353, 0, 1.72783, 0, 9.78637, 0, 0, 0
0, 0, 0, 0.234889, 0, 5.70084, 0.818182, 8.96518, 0, 0, 0, 2.87581, 0, 0, 0.122343, 4.51636
0.00503414, 0, 0, 0, 0, 0, 0, 0, 2.78013, 0, 4.73702, 0, 22.2428, 8.14323, 1.82322, 0
0, 0.462179, 0, 0, 0, 5.39352, 0, 0, 0, 0, 0, 0, 9.09266, 15.3146, 0, 0
0, 0, 2.73472, 0, 0, 4.03121, 0, 1.11155, 0, 2.05351, 0, 0.522842, 0, 0, 0, 0
2.83275, 6.838, 1.16575, 0, 10.1275, 7.69033, 2.34985, 1.01926, 11.5484, 15.9399, 8.79283, 4.02172, 0.722638, 16.9201, 0, 4.06034
9.61113, 10.185, 0, 5.69169, 0, 4.45116, 0, 7.71224, 9.61932, 25.1337, 0.834382, 0.565254, 0, 9.30695, 0, 0.503233
5.60481, 0, 0, 2.5941, 16.0438, 9.20122, 2.76248, 8.71729, 14.642, 1.94874, 0, 0, 9.03673, 16.0796, 6.86115, 6.62195
0.860191, 0, 0.844242, 5.67451, 0.476295, 0, 0, 2.09536, 0, 0, 7.40299, 11.5827, 8.94913, 0.578328, 4.48008, 7.8014
0, 0, 0.0643205, 1.50638, 0, 0, 1.02735, 0, 1.70761, 0, 0, 0, 1.22116, 0.902173, 3.20895, 0
0, 0.603074, 0, 1.65997, 0, 0, 0, 0, 0, 2.55714, 9.39062, 0, 0, 0, 5.71242, 2.57233
10.7109, 0, 0, 0, 11.8527, 0, 7.03769, 0, 0, 0, 3.27927, 0, 6.66217, 0, 0, 0
0, 0, 0, 0.489892, 1.5823, 1.23986, 0, 0.799055, 0, 0, 0, 5.58525, 0.11759, 8.26218, 8.53238, 8.93366
4.53189, 7.86058, 6.40085, 3.29044, 0, 3.97673, 4.30905, 3.7624, 0, 1.35744, 12.5342, 7.51188, 0, 0, 0, 1.03872
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.36584
2.50348, 0, 0.307819, 0, 0, 0.888125, 0, 0, 0, 0, 0, 1.10458, 0, 4.89628, 0, 0
0, 0, 0, 5.64702, 0, 0, 0, 3.98184, 0, 7.72506, 5.21892, 6.10894, 3.6754, 1.37009, 6.34866, 10.9892
1.60131, 0, 0, 0, 0, 3.03894, 0, 0.28127, 0, 0, 0, 0, 6.3347, 3.84106, 0, 0
1.41068, 2.22696, 1.07927, 3.14477, 1.22047, 7.09375, 0, 0, 0.120958, 5.0782, 0, 0, 10.7946, 8.94066, 0, 0
0, 0, 0, 6.86581, 0, 0, 0, 5.22386, 0, 0.987613, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 1.92995, 0, 0.305636, 0, 10.4482, 1.56926, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1.95283, 8.34751, 2.92244, 3.95692, 4.55691, 18.3172, 17.7502, 11.3167, 0, 0, 0, 6.16764, 0, 0, 2.68389, 7.04671
0.214627, 3.95836, 4.03619, 3.48717, 0, 14.7867, 0, 1.44006, 0, 2.20619, 0.0784442, 3.3234, 11.6386, 7.19408, 3.69133, 0.969985
0, 1.77908, 1.13933, 4.86611, 0, 0, 0, 0, 0, 0, 4.91222, 10.1454, 0, 0, 0, 0
4.64437, 9.88147, 7.29066, 0, 0, 0, 0, 0, 0, 6.741, 10.9468, 8.22596, 15.9516, 18.5472, 17.6639, 0.688538
0, 0.498797, 0.335741, 8.03427, 0, 0, 0, 0, 0, 0, 0, 3.42117, 0, 0, 6.15336, 15.5731
5.97179, 5.6055, 2.34852, 0, 0, 0, 0, 0, 0, 3.64274, 3.16145, 0, 0, 3.88967, 8.60704, 0.175679
9.71537, 0, 1.6183, 1.51834, 9.39989, 8.96859, 13.359, 6.25162, 23.8215, 0, 2.49282, 0, 11.5185, 10.643, 6.57016, 0
0, 0, 0, 0, 0, 0.955992, 0, 0, 0, 0, 0, 0, 4.46504, 0, 0, 0
0, 0, 0, 0, 0, 1.99089, 5.60151, 0, 0, 10.4426, 13.3798, 6.16434, 0, 0, 0, 0
0, 0, 0, 1.84598, 0.815852, 6.36703, 5.63436, 2.87037, 0, 0, 0, 0, 5.26174, 1.36707, 0, 4.42912
0, 6.12739, 0.928551, 0, 0, 0, 0, 0, 12.5013, 3.23577, 0, 0, 3.23651, 3.59862, 1.67706, 7.42783
0, 0, 0, 1.86845, 4.37465, 10.7811, 9.98478, 12.6771, 8.84292, 19.1299, 2.74653, 0, 7.90539, 8.79819, 0, 6.74266
0.574563, 0, 0, 0, 5.46533, 0, 0, 0, 12.0043, 0, 0, 0, 3.19156, 0.984452, 0.697388, 0
6.07177, 5.39326, 2.18336, 1.39133, 6.15079, 1.95594, 0, 0, 12.0842, 0, 0, 0, 7.20142, 10.9289, 8.54574, 0
8.72674, 4.16734, 7.46183, 7.97071, 4.69956, 1.99586, 0.869515, 1.81817, 0.416833, 0.442941, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 2.5459, 0, 3.93607, 0, 8.05648, 0, 0, 0, 0, 0, 3.52333
11.8174, 3.31222, 0, 0, 7.41451, 0.0690411, 0, 0, 4.12091, 3.75072, 0, 0, 3.28635, 2.80663, 0, 0
0, 0, 0, 0, 0, 4.98547, 3.33464, 5.13485, 1.75581, 17.3596, 9.36366, 8.85126, 3.00495, 5.34735, 2.455, 0
0, 0, 0, 0, 0, 0, 0, 0, 9.4814, 0, 0, 0, 9.21628, 3.95028, 0, 0
0.977605, 0, 0, 0, 0, 0, 0, 6.18848, 0, 18.1562, 23.4284, 14.1676, 0, 0, 0, 0
0, 0, 0, 0, 9.18953, 0, 1.89018, 0, 4.40729, 6.58092, 0, 0.205598, 0, 0, 0, 0
3.65555, 13.935, 9.65197, 0.800556, 1.53416, 0, 0.605629, 0, 11.1923, 7.22759, 0.203873, 0, 5.15945, 9.59983, 3.48362, 0
0.0515726, 0, 0, 6.08021, 0, 0, 0, 1.65954, 0, 11.1642, 6.28171, 0.765595, 9.04514, 0, 0, 4.89165
0, 0, 0, 0, 0, 0, 0, 0, 2.0613, 6.29564, 10.4435, 12.5977, 0, 0, 0, 6.86564
0, 0, 0, 2.19375, 0, 4.67017, 0, 9.28979, 0, 0, 0, 0, 0, 1.53459, 1.96063, 3.38456
4.30215, 0.787113, 0, 0, 0.636248, 0, 0, 0, 0, 0, 4.23079, 0.573319, 0, 0, 0, 0
1.40615, 2.04373, 4.81207, 2.49328, 17.8376, 18.7627, 15.082, 13.6385, 15.1096, 13.3389, 12.6207, 10.1878, 0, 0, 0, 0
11.9865, 0, 1.10878, 0, 13.8912, 0, 2.68431, 3.37795, 7.73101, 0, 0, 0, 3.0779, 0, 0, 0
