0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.69745, 3.5984, 0, 0, 0, 0, 0, 0, 0, 4.04887, 0, 0, 0, 0, 0, 0, 0, 3.5984, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.14793, 0, 0, 0, 0, 0, 0, 0, 3.82363, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.190088, 0, 0, 0, 0, 0, 0, 0, 1.31627, 0, 0, 0, 0, 0
0, 5.85233, 0, 0.22143, 0, 0, 0, 0.897138, 1.34761, 12.8346, 0, 5.85233, 5.17662, 2.47379, 4.50091, 9.90658, 5.62709, 13.5104, 0, 5.40186, 5.40186, 4.72615, 4.05044, 8.32993, 0, 5.85233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79808, 0, 0, 3.82521, 0, 0, 0, 0, 3.82521, 0, 0, 3.59997, 1.79808, 0, 0, 4.05044, 6.3028, 5.17662, 0, 7.87945, 0, 0, 0, 0.22143, 0, 0, 0, 4.95139
4.73276, 6.08418, 0, 0, 0, 0, 0, 0, 0, 0.45328, 0, 0, 0, 0, 0, 0, 0, 1.35422, 0, 0, 0, 0, 0, 0, 0, 1.8047, 0, 0, 0, 0, 0, 0, 1.8047, 8.78701, 0, 0, 0, 0, 0, 0, 2.93088, 5.85894, 0, 0, 0, 0, 0, 0, 1.8047, 5.63371, 0, 0, 0, 0, 0, 0, 1.12899, 0.228044, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.75512, 6.33178, 15.7917, 12.4131, 5.43083, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.700875, 1.82706, 0, 0, 0, 0, 0, 0, 2.27753, 5.43083, 1.15135
0, 0, 0, 0, 0, 0, 0, 0, 1.47228, 5.977, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69751, 0, 0, 0, 0, 0, 1.24704, 0, 5.977, 0, 0, 0, 1.02181, 4.85082, 4.40035, 0, 2.14799, 0, 0, 0, 0, 1.24704, 4.40035
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.16191, 1.55813, 0.206713, 0, 2.23384, 0, 0, 0, 5.61238, 3.13478, 4.4862, 5.61238, 3.13478, 0, 0, 0, 4.03573, 2.90955, 2.68431, 0, 0, 0, 0, 0, 0, 4.93667, 6.51332, 0, 0, 0.657185, 0, 0, 0, 0, 0, 0.657185, 2.45907, 0, 0, 0.431949, 4.03573, 3.58525, 3.13478, 3.13478, 0.657185
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00952, 3.1357, 0, 0, 0, 0, 0, 0, 0, 0.883336, 2.23475, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3.69287, 2.11622, 6.39571, 7.07141, 7.07141, 8.8733, 6.39571, 0, 0, 0.990041, 7.29665, 6.17047, 6.17047, 3.69287, 0.764805, 0, 1.21528, 5.94523, 18.108, 19.4594, 13.8285, 5.26953, 2.11622, 0, 2.11622, 7.74712, 17.8827, 16.5313, 8.64807, 2.79193, 5.26953, 0, 0, 5.94523, 17.207, 9.32377, 0, 0, 0, 0, 0, 0, 10.6752, 7.29665, 0.539569, 0, 0, 0, 0, 0, 5.26953, 2.34146, 3.01717, 0, 0, 0, 0, 2.56669, 4.59382, 0, 0, 0, 0, 0
4.69617, 0, 1.7681, 0, 0, 0, 0, 0, 3.34475, 0, 1.54286, 0, 0, 1.09239, 6.04758, 3.11952, 0, 0, 0, 0, 0, 0, 5.59711, 0, 0, 0, 0, 0, 1.99334, 5.82235, 7.84947, 0, 4.02046, 0, 0, 0, 4.69617, 7.62424, 9.42612, 3.11952, 6.27282, 0, 3.34475, 3.79522, 5.59711, 5.37188, 9.8766, 5.37188, 2.21857, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
