0, 0, 0, 0, 0, 2.67312, 2.67312, 2.67312, 1.33328, 1.33328, 0, 0, 0, 0, 0, 5.35279, 0, 4.01296, 4.01296, 4.01296, 9.3723, 13.3918, 6.69263, 2.67312, 1.33328, 0, 0, 9.3723, 16.0715, 18.7512, 26.7902, 32.1495, 0, 4.01296, 4.01296, 4.01296, 9.3723, 12.052, 5.35279, 1.33328, 0, 0, 0, 13.3918, 20.091, 21.4308, 26.7902, 25.4503, 2.67312, 6.69263, 4.01296, 4.01296, 8.03247, 10.7121, 2.67312, 0, 0, 0, 0, 10.7121, 24.1105, 26.7902, 26.7902, 25.4503, 4.01296, 8.03247, 8.03247, 10.7121, 10.7121, 10.7121, 0, 0, 0, 0, 4.01296, 17.4113, 20.091, 16.0715, 16.0715, 13.3918, 1.33328, 8.03247, 12.052, 13.3918, 10.7121, 5.35279, 0, 0, 0, 0, 0, 8.03247, 8.03247, 0, 5.35279, 10.7121, 0, 0, 0, 0, 0, 0, 0, 2.67312, 4.01296, 10.7121, 14.7317, 14.7317, 12.052, 6.69263, 9.3723, 14.7317, 0, 0, 0, 0, 4.01296, 8.03247, 10.7121, 13.3918, 21.4308, 28.13, 28.13, 24.1105, 17.4113, 14.7317, 14.7317, 14.7317, 5.35279, 28.13, 32.1495, 30.8097, 26.7902, 22.7707, 24.1105, 29.4699, 30.8097, 30.8097, 28.13, 24.1105, 16.0715, 12.052, 9.3723, 10.7121, 6.69263, 22.7707, 29.4699, 32.1495, 32.1495, 30.8097, 32.1495, 32.1495, 30.8097, 24.1105, 14.7317, 12.052, 10.7121, 10.7121, 5.35279, 8.03247, 4.01296, 5.35279, 6.69263, 14.7317, 17.4113, 21.4308, 28.13, 26.7902, 16.0715, 12.052, 12.052, 12.052, 10.7121, 6.69263, 0, 2.67312, 10.7121, 17.4113, 13.3918, 1.33328, 0, 0, 12.052, 14.7317, 9.3723, 8.03247, 4.01296, 6.69263, 5.35279, 0, 0, 8.03247, 13.3918, 17.4113, 16.0715, 20.091, 20.091, 16.0715, 8.03247, 4.01296, 6.69263, 8.03247, 5.35279, 0, 0, 0, 4.01296, 18.7512, 6.69263, 10.7121, 8.03247, 17.4113, 21.4308, 22.7707, 22.7707, 18.7512, 10.7121, 9.3723, 6.69263, 0, 0, 4.01296, 13.3918, 18.7512, 8.03247, 10.7121, 2.67312, 0, 1.33328, 8.03247, 17.4113, 17.4113, 5.35279, 4.01296, 0, 0, 0, 6.69263, 12.052, 16.0715, 9.3723, 13.3918, 10.7121, 5.35279, 1.33328, 0, 1.33328, 1.33328, 1.33328, 2.67312, 2.67312, 6.69263, 13.3918, 17.4113, 17.4113, 14.7317
0, 0, 0, 0, 6.69212, 24.11, 14.7311, 4.01245, 0, 0, 0, 0, 0, 0, 5.35229, 46.8872, 0, 0, 0, 0, 0, 6.69212, 8.03196, 0, 0, 0, 0, 0, 0, 0, 0, 5.35229, 0, 0, 0, 0, 0, 6.69212, 6.69212, 9.3718, 13.3913, 4.01245, 32.149, 2.67261, 0, 0, 0, 9.3718, 0, 0, 0, 0, 0, 9.3718, 12.0515, 0, 0, 0, 9.3718, 21.4303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.69212, 8.03196, 1.33278, 0, 0, 0, 0, 0, 0, 12.0515, 0, 0, 0, 4.01245, 0, 0, 1.33278, 8.03196, 12.0515, 24.11, 22.7702, 1.33278, 1.33278, 0, 0, 24.11, 0, 0, 0, 1.33278, 0, 0, 0, 0, 0, 5.35229, 29.4694, 18.7507, 6.69212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.03196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21.4303, 38.8482, 5.35229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46.8872, 44.2076, 16.071, 0, 0, 0, 0, 0, 8.03196, 2.67261, 0, 0, 0, 0, 12.0515, 0, 12.0515, 17.4108, 40.1881, 29.4694, 30.8092, 12.0515, 0, 0, 10.7116, 18.7507, 0, 0, 0, 0, 10.7116, 0, 30.8092, 36.1685, 0, 0, 30.8092, 40.1881, 28.1295, 0, 0, 13.3913, 0, 0, 0, 0, 4.01245, 0, 10.7116, 21.4303, 17.4108, 12.0515, 0, 0, 9.3718, 0, 0, 0, 0, 0, 5.35229, 0, 0, 0, 17.4108, 30.8092, 17.4108, 6.69212, 12.0515, 4.01245, 0, 0, 0, 0, 0, 0, 9.3718, 4.01245, 0, 0, 0, 6.69212, 18.7507, 4.01245, 1.33278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67099, 0, 0, 0, 0, 0, 6.6905, 4.01082, 0, 0, 0, 0, 0, 0, 0, 12.0498, 25.4482, 0, 0, 0, 0, 0, 2.67099, 0, 0, 0, 0, 0, 0, 1.33115, 1.33115, 8.03033, 13.3897, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10.71, 25.4482, 25.4482, 16.0694, 21.4287, 0, 1.33115, 5.35066, 12.0498, 13.3897, 6.6905, 0, 0, 1.33115, 10.71, 14.7295, 25.4482, 22.7685, 16.0694, 12.0498, 16.0694, 0, 6.6905, 16.0694, 18.749, 10.71, 0, 0, 0, 0, 0, 0, 1.33115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33115, 4.01082, 10.71, 0, 0, 0, 0, 0, 0, 0, 0, 1.33115, 32.1474, 48.2254, 42.8661, 20.0889, 10.71, 6.6905, 9.37017, 4.01082, 32.1474, 37.5067, 28.1279, 17.4092, 5.35066, 8.03033, 33.4872, 58.9441, 60.284, 58.9441, 30.8076, 2.67099, 0, 0, 10.71, 12.0498, 30.8076, 40.1864, 41.5263, 40.1864, 36.1669, 44.2059, 58.9441, 60.284, 32.1474, 6.6905, 1.33115, 8.03033, 14.7295, 10.71, 17.4092, 0, 0, 12.0498, 26.7881, 30.8076, 34.8271, 41.5263, 33.4872, 4.01082, 10.71, 12.0498, 12.0498, 17.4092, 16.0694, 4.01082, 0, 0, 0, 0, 0, 0, 0, 1.33115, 6.6905, 2.67099, 2.67099, 1.33115, 13.3897, 13.3897, 0, 0, 0, 0, 22.7685, 25.4482, 14.7295, 13.3897, 9.37017, 2.67099, 0, 0, 2.67099, 5.35066, 2.67099, 0, 0, 0, 10.71, 2.67099, 17.4092, 22.7685, 24.1084, 26.7881, 24.1084, 22.7685, 25.4482, 12.0498, 9.37017, 6.6905, 0, 0, 0, 0, 10.71, 0, 0, 0, 1.33115, 10.71, 21.4287, 28.1279, 24.1084, 9.37017, 8.03033, 0, 0, 0, 0, 0, 1.33115, 13.3897, 20.0889, 13.3897, 9.37017, 4.01082, 2.67099, 4.01082, 2.67099, 1.33115, 2.67099, 0, 16.0694, 32.1474, 33.4872, 29.4677, 24.1084
57.6089, 2.67556, 1.33573, 4.0154, 4.0154, 28.1325, 0, 4.0154, 2.67556, 14.7341, 0, 38.8512, 12.0544, 2.67556, 0, 61.6284, 65.6479, 0, 0, 0, 8.03491, 46.8902, 0, 6.69507, 0, 16.0739, 0, 46.8902, 9.37475, 1.33573, 24.113, 60.2886, 62.9682, 0, 0, 0, 8.03491, 50.9097, 0, 12.0544, 0, 13.3943, 0, 29.4723, 12.0544, 4.0154, 30.8121, 91.1048, 57.6089, 2.67556, 0, 0, 6.69507, 30.8121, 0, 14.7341, 1.33573, 14.7341, 0, 32.152, 22.7731, 0, 34.8316, 99.1438, 33.4918, 8.03491, 5.35524, 0, 5.35524, 36.1715, 0, 10.7146, 0, 4.0154, 10.7146, 87.0853, 22.7731, 17.4138, 36.1715, 58.9487, 1.33573, 18.7536, 9.37475, 0, 24.113, 37.5113, 20.0934, 16.0739, 0, 10.7146, 22.7731, 100.484, 0, 25.4528, 34.8316, 93.7845, 6.69507, 17.4138, 9.37475, 0, 24.113, 20.0934, 13.3943, 13.3943, 0, 12.0544, 14.7341, 60.2886, 0, 16.0739, 10.7146, 136.659, 45.5503, 22.7731, 5.35524, 0, 1.33573, 0, 1.33573, 0, 0, 2.67556, 1.33573, 10.7146, 0, 0, 16.0739, 154.077, 53.5894, 6.69507, 0, 1.33573, 0, 0, 0, 6.69507, 0, 0, 0, 0, 0, 10.7146, 13.3943, 150.058, 49.5699, 8.03491, 0, 12.0544, 0, 0, 33.4918, 8.03491, 0, 5.35524, 0, 5.35524, 4.0154, 8.03491, 0, 97.804, 65.6479, 17.4138, 0, 10.7146, 10.7146, 14.7341, 52.2495, 0, 8.03491, 14.7341, 0, 22.7731, 4.0154, 1.33573, 0, 129.96, 66.9877, 25.4528, 0, 14.7341, 14.7341, 8.03491, 38.8512, 0, 9.37475, 13.3943, 0, 24.113, 0, 1.33573, 0, 158.097, 83.0658, 25.4528, 0, 10.7146, 6.69507, 0, 21.4333, 0, 8.03491, 29.4723, 0, 5.35524, 0, 0, 20.0934, 139.339, 80.3861, 26.7926, 0, 0, 0, 2.67556, 17.4138, 0, 0, 25.4528, 0, 0, 0, 16.0739, 13.3943, 105.843, 75.0268, 8.03491, 0, 0, 0, 0, 21.4333, 5.35524, 0, 18.7536, 0, 0, 14.7341, 16.0739, 1.33573, 99.1438, 53.5894, 2.67556, 2.67556, 0, 0, 0, 1.33573, 1.33573, 0, 5.35524, 0, 10.7146, 18.7536, 9.37475, 0, 83.0658
65.6456, 12.0522, 12.0522, 12.0522, 10.7123, 0, 0, 0, 1.33346, 5.35297, 68.3253, 80.3839, 30.8099, 22.7709, 22.7709, 0, 42.8684, 0, 0, 0, 0, 0, 0, 0, 0, 17.4115, 64.3058, 52.2473, 0, 0, 0, 0, 41.5286, 0, 0, 0, 0, 0, 0, 0, 18.7513, 33.4895, 42.8684, 20.0912, 0, 0, 0, 0, 37.5091, 0, 0, 0, 0, 0, 0, 30.8099, 34.8294, 32.1497, 29.47, 12.0522, 0, 0, 0, 0, 21.431, 9.37248, 0, 0, 0, 0, 38.8489, 33.4895, 5.35297, 0, 0, 0, 0, 17.4115, 0, 0, 21.431, 16.0717, 0, 0, 16.0717, 52.2473, 48.2278, 6.69281, 0, 1.33346, 5.35297, 0, 29.47, 18.7513, 0, 0, 37.5091, 24.1107, 50.9074, 61.6261, 52.2473, 53.5871, 26.7904, 0, 0, 0, 13.392, 0, 17.4115, 0, 0, 0, 103.161, 61.6261, 53.5871, 36.1692, 8.03264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33346, 100.481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.35297, 1.33346, 1.33346, 25.4505, 13.392, 29.47, 0, 0, 0, 0, 0, 0, 0, 5.35297, 12.0522, 0, 4.01313, 0, 0, 14.7318, 0, 42.8684, 0, 0, 4.01313, 0, 0, 0, 0, 10.7123, 0, 12.0522, 12.0522, 0, 5.35297, 22.7709, 53.5871, 46.8879, 0, 9.37248, 6.69281, 0, 14.7318, 0, 0, 0, 1.33346, 8.03264, 0, 8.03264, 12.0522, 79.044, 53.5871, 41.5286, 0, 0, 0, 0, 1.33346, 0, 0, 0, 0, 0, 2.6733, 8.03264, 71.005, 79.044, 0, 22.7709, 0, 1.33346, 0, 0, 0, 0, 0, 0, 0, 2.6733, 9.37248, 57.6066, 60.2863, 0, 0, 20.0912, 0, 0, 0, 0, 1.33346, 0, 4.01313, 6.69281, 0, 9.37248, 66.9855, 61.6261, 0, 0, 0, 25.4505, 0, 0, 0, 0, 0, 0, 4.01313, 4.01313, 2.6733, 40.1887, 61.6261, 0, 0, 0, 0
5.35521, 1.3357, 1.3357, 2.67554, 2.67554, 14.7341, 10.7146, 2.67554, 2.67554, 2.67554, 1.3357, 6.69505, 6.69505, 4.01538, 6.69505, 52.2495, 2.67554, 1.3357, 2.67554, 2.67554, 5.35521, 14.7341, 5.35521, 1.3357, 4.01538, 0, 0, 10.7146, 1.3357, 1.3357, 26.7926, 29.4723, 2.67554, 2.67554, 2.67554, 2.67554, 12.0544, 13.3942, 4.01538, 12.0544, 5.35521, 0, 0, 13.3942, 0, 4.01538, 26.7926, 20.0934, 6.69505, 1.3357, 2.67554, 4.01538, 16.0739, 4.01538, 20.0934, 0, 0, 9.37473, 13.3942, 8.03489, 41.5308, 9.37473, 14.7341, 41.5308, 10.7146, 0, 4.01538, 12.0544, 1.3357, 36.1715, 5.35521, 24.1129, 21.4333, 20.0934, 16.0739, 20.0934, 46.8902, 6.69505, 16.0739, 17.4137, 6.69505, 18.7536, 29.4723, 20.0934, 17.4137, 18.7536, 2.67554, 5.35521, 1.3357, 4.01538, 12.0544, 33.4918, 2.67554, 14.7341, 4.01538, 10.7146, 6.69505, 30.8121, 8.03489, 0, 0, 14.7341, 17.4137, 5.35521, 1.3357, 6.69505, 0, 33.4918, 26.7926, 30.8121, 17.4137, 16.0739, 0, 10.7146, 26.7926, 16.0739, 20.0934, 13.3942, 5.35521, 2.67554, 1.3357, 58.9487, 80.3861, 69.6674, 13.3942, 5.35521, 9.37473, 13.3942, 30.8121, 24.1129, 13.3942, 8.03489, 8.03489, 5.35521, 2.67554, 57.6089, 84.4056, 84.4056, 20.0934, 0, 0, 18.7536, 16.0739, 49.5698, 14.7341, 18.7536, 21.4333, 18.7536, 2.67554, 13.3942, 45.5503, 79.0462, 32.152, 21.4333, 21.4333, 0, 24.1129, 33.4918, 24.1129, 45.5503, 0, 25.4528, 21.4333, 8.03489, 8.03489, 13.3942, 17.4137, 0, 17.4137, 29.4723, 0, 26.7926, 30.8121, 8.03489, 16.0739, 2.67554, 0, 18.7536, 0, 8.03489, 17.4137, 6.69505, 16.0739, 1.3357, 20.0934, 0, 22.7731, 26.7926, 0, 12.0544, 0, 56.269, 13.3942, 32.152, 6.69505, 2.67554, 0, 14.7341, 36.1715, 17.4137, 17.4137, 16.0739, 14.7341, 1.3357, 10.7146, 0, 36.1715, 45.5503, 29.4723, 29.4723, 5.35521, 10.7146, 6.69505, 0, 18.7536, 25.4528, 4.01538, 18.7536, 0, 9.37473, 0, 32.152, 37.5113, 17.4137, 4.01538, 4.01538, 5.35521, 6.69505, 8.03489, 9.37473, 16.0739, 0, 8.03489, 9.37473, 8.03489, 0, 24.1129, 25.4528, 8.03489, 20.0934, 25.4528, 4.01538, 6.69505, 9.37473, 6.69505, 2.67554, 1.3357, 0, 1.3357, 0, 0, 40.191, 32.152, 20.0934, 18.7536, 34.8316
37.5028, 28.124, 28.124, 28.124, 24.1045, 2.66708, 0, 1.32724, 2.66708, 12.0459, 50.9012, 60.2801, 56.2606, 56.2606, 48.2215, 10.7061, 29.4638, 13.3858, 14.7256, 13.3858, 10.7061, 0, 0, 0, 2.66708, 12.0459, 45.5419, 50.9012, 38.8427, 34.8232, 22.7646, 0, 29.4638, 13.3858, 13.3858, 13.3858, 10.7061, 0, 8.02642, 18.7451, 36.163, 41.5224, 49.5614, 50.9012, 34.8232, 24.1045, 9.36626, 0, 28.124, 13.3858, 13.3858, 13.3858, 12.0459, 0, 10.7061, 22.7646, 24.1045, 25.4443, 25.4443, 14.7256, 4.00691, 8.02642, 0, 0, 24.1045, 13.3858, 9.36626, 8.02642, 8.02642, 6.68659, 22.7646, 26.7841, 26.7841, 25.4443, 25.4443, 12.0459, 4.00691, 8.02642, 1.32724, 0, 18.7451, 12.0459, 10.7061, 36.163, 45.5419, 46.8817, 45.5419, 41.5224, 40.1825, 40.1825, 42.8622, 30.8037, 22.7646, 25.4443, 16.0654, 0, 49.5614, 54.9207, 49.5614, 49.5614, 50.9012, 48.2215, 42.8622, 37.5028, 34.8232, 33.4833, 34.8232, 14.7256, 6.68659, 9.36626, 14.7256, 0, 56.2606, 53.5809, 49.5614, 50.9012, 49.5614, 40.1825, 32.1435, 28.124, 24.1045, 10.7061, 0, 0, 2.66708, 4.00691, 14.7256, 0, 46.8817, 29.4638, 13.3858, 14.7256, 18.7451, 20.085, 18.7451, 1.32724, 0, 0, 0, 4.00691, 5.34675, 2.66708, 10.7061, 0, 21.4248, 0, 0, 0, 0, 1.32724, 0, 0, 0, 0, 5.34675, 5.34675, 0, 0, 8.02642, 0, 29.4638, 5.34675, 8.02642, 13.3858, 5.34675, 1.32724, 0, 0, 0, 0, 4.00691, 0, 0, 6.68659, 32.1435, 13.3858, 29.4638, 4.00691, 8.02642, 20.085, 18.7451, 17.4053, 8.02642, 0, 2.66708, 0, 0, 0, 5.34675, 30.8037, 37.5028, 12.0459, 17.4053, 0, 8.02642, 13.3858, 10.7061, 8.02642, 6.68659, 8.02642, 8.02642, 0, 0, 8.02642, 25.4443, 36.163, 34.8232, 0, 9.36626, 0, 0, 0, 0, 4.00691, 0, 0, 0, 0, 5.34675, 25.4443, 29.4638, 26.7841, 9.36626, 0, 13.3858, 0, 0, 2.66708, 1.32724, 0, 0, 0, 0, 5.34675, 26.7841, 34.8232, 30.8037, 10.7061, 0, 0, 1.32724, 0, 0, 0, 0, 0, 0, 0, 1.32724, 5.34675, 12.0459, 9.36626, 0, 0, 0, 0
1.33302, 2.67286, 2.67286, 2.67286, 2.67286, 1.33302, 1.33302, 0, 0, 1.33302, 2.67286, 0, 0, 0, 0, 0, 13.3916, 20.0907, 20.0907, 21.4306, 20.0907, 14.7314, 9.37205, 2.67286, 4.0127, 6.69237, 9.37205, 12.0517, 18.7509, 18.7509, 21.4306, 18.7509, 13.3916, 20.0907, 20.0907, 20.0907, 20.0907, 14.7314, 9.37205, 9.37205, 13.3916, 16.0712, 22.7704, 25.4501, 25.4501, 24.1103, 21.4306, 18.7509, 10.7119, 18.7509, 18.7509, 18.7509, 20.0907, 17.4111, 13.3916, 10.7119, 13.3916, 13.3916, 21.4306, 24.1103, 25.4501, 22.7704, 22.7704, 22.7704, 9.37205, 14.7314, 14.7314, 16.0712, 14.7314, 14.7314, 13.3916, 6.69237, 13.3916, 17.4111, 24.1103, 26.7899, 30.8094, 25.4501, 22.7704, 20.0907, 9.37205, 10.7119, 13.3916, 24.1103, 28.1298, 29.4696, 25.4501, 20.0907, 18.7509, 13.3916, 13.3916, 14.7314, 17.4111, 16.0712, 17.4111, 13.3916, 16.0712, 28.1298, 29.4696, 32.1493, 32.1493, 26.7899, 25.4501, 28.1298, 26.7899, 22.7704, 22.7704, 21.4306, 14.7314, 5.35254, 10.7119, 13.3916, 17.4111, 22.7704, 20.0907, 33.4891, 42.868, 46.8875, 46.8875, 46.8875, 38.8485, 30.8094, 25.4501, 22.7704, 20.0907, 13.3916, 17.4111, 17.4111, 20.0907, 29.4696, 33.4891, 42.868, 46.8875, 48.2273, 46.8875, 41.5281, 34.8289, 34.8289, 34.8289, 29.4696, 14.7314, 9.37205, 14.7314, 14.7314, 29.4696, 36.1688, 38.8485, 40.1883, 38.8485, 37.5086, 36.1688, 37.5086, 34.8289, 26.7899, 10.7119, 6.69237, 8.03221, 9.37205, 14.7314, 13.3916, 14.7314, 24.1103, 30.8094, 34.8289, 36.1688, 41.5281, 38.8485, 30.8094, 12.0517, 9.37205, 10.7119, 9.37205, 9.37205, 9.37205, 14.7314, 13.3916, 20.0907, 20.0907, 14.7314, 17.4111, 18.7509, 21.4306, 17.4111, 14.7314, 10.7119, 9.37205, 9.37205, 9.37205, 8.03221, 5.35254, 12.0517, 12.0517, 22.7704, 25.4501, 21.4306, 12.0517, 4.0127, 14.7314, 17.4111, 16.0712, 8.03221, 5.35254, 5.35254, 4.0127, 4.0127, 9.37205, 16.0712, 17.4111, 20.0907, 21.4306, 20.0907, 24.1103, 25.4501, 24.1103, 13.3916, 8.03221, 9.37205, 6.69237, 5.35254, 5.35254, 10.7119, 17.4111, 24.1103, 20.0907, 17.4111, 17.4111, 8.03221, 4.0127, 10.7119, 20.0907, 21.4306, 17.4111, 10.7119, 6.69237, 5.35254, 12.0517, 20.0907, 24.1103, 25.4501, 18.7509, 10.7119, 12.0517, 5.35254, 2.67286, 1.33302, 1.33302, 2.67286, 1.33302, 1.33302, 1.33302, 1.33302, 6.69237, 13.3916, 14.7314, 16.0712, 13.3916
1.32735, 1.32735, 1.32735, 1.32735, 8.02653, 8.02653, 0, 0, 0, 0, 0, 13.3859, 24.1046, 25.4444, 32.1436, 40.1826, 6.6867, 13.3859, 13.3859, 13.3859, 24.1046, 22.7647, 2.66719, 0, 0, 0, 0, 29.4639, 42.8623, 45.542, 53.581, 60.2802, 6.6867, 13.3859, 13.3859, 14.7257, 25.4444, 24.1046, 2.66719, 0, 0, 0, 0, 20.0851, 37.5029, 40.1826, 44.2021, 46.8818, 6.6867, 16.0656, 14.7257, 14.7257, 24.1046, 24.1046, 1.32735, 0, 0, 0, 0, 13.3859, 26.7843, 37.5029, 36.1631, 32.1436, 1.32735, 17.4054, 18.7452, 16.0656, 21.4249, 20.0851, 1.32735, 8.02653, 18.7452, 22.7647, 24.1046, 32.1436, 25.4444, 25.4444, 24.1046, 25.4444, 0, 16.0656, 20.0851, 16.0656, 14.7257, 13.3859, 0, 10.7062, 13.3859, 17.4054, 16.0656, 22.7647, 12.046, 2.66719, 12.046, 24.1046, 0, 4.00702, 9.36637, 0, 0, 0, 1.32735, 9.36637, 10.7062, 18.7452, 17.4054, 17.4054, 14.7257, 8.02653, 10.7062, 25.4444, 0, 0, 0, 1.32735, 9.36637, 14.7257, 17.4054, 20.0851, 25.4444, 30.8038, 37.5029, 36.1631, 22.7647, 13.3859, 10.7062, 21.4249, 0, 16.0656, 28.1241, 29.4639, 28.1241, 26.7843, 28.1241, 30.8038, 40.1826, 41.5225, 40.1826, 32.1436, 13.3859, 2.66719, 0, 14.7257, 0, 9.36637, 17.4054, 22.7647, 26.7843, 29.4639, 37.5029, 40.1826, 41.5225, 36.1631, 14.7257, 4.00702, 1.32735, 4.00702, 0, 17.4054, 5.34686, 10.7062, 2.66719, 8.02653, 14.7257, 18.7452, 40.1826, 37.5029, 17.4054, 10.7062, 5.34686, 2.66719, 9.36637, 8.02653, 0, 12.046, 0, 12.046, 10.7062, 13.3859, 10.7062, 0, 12.046, 12.046, 9.36637, 12.046, 0, 4.00702, 8.02653, 2.66719, 0, 10.7062, 0, 8.02653, 5.34686, 14.7257, 18.7452, 20.0851, 20.0851, 9.36637, 4.00702, 8.02653, 5.34686, 1.32735, 0, 0, 0, 21.4249, 2.66719, 13.3859, 4.00702, 5.34686, 12.046, 17.4054, 20.0851, 18.7452, 4.00702, 10.7062, 8.02653, 0, 0, 0, 0, 18.7452, 4.00702, 10.7062, 2.66719, 0, 0, 0, 16.0656, 18.7452, 2.66719, 8.02653, 5.34686, 0, 0, 0, 0, 6.6867, 0, 10.7062, 9.36637, 4.00702, 1.32735, 0, 1.32735, 1.32735, 0, 2.66719, 1.32735, 0, 4.00702, 8.02653, 2.66719, 9.36637
0, 0, 0, 0, 0, 9.3816, 9.3816, 5.36209, 4.02226, 6.70193, 5.36209, 0, 0, 0, 0.002744, 10.7214, 6.70193, 21.4401, 21.4401, 21.4401, 18.7605, 25.4597, 21.4401, 12.0613, 10.7214, 13.4011, 20.1003, 18.7605, 28.1393, 28.1393, 28.1393, 26.7995, 6.70193, 21.4401, 21.4401, 22.78, 18.7605, 22.78, 16.0808, 6.70193, 8.04177, 4.02226, 13.4011, 22.78, 32.1588, 30.819, 32.1588, 18.7605, 9.3816, 21.4401, 22.78, 22.78, 21.4401, 16.0808, 9.3816, 0, 6.70193, 12.0613, 26.7995, 32.1588, 46.897, 44.2174, 42.8775, 25.4597, 13.4011, 22.78, 29.4792, 33.4987, 29.4792, 24.1198, 14.741, 10.7214, 22.78, 30.819, 40.1979, 36.1783, 48.2369, 37.5182, 33.4987, 20.1003, 12.0613, 22.78, 32.1588, 34.8385, 25.4597, 14.741, 1.34258, 0, 0.002744, 5.36209, 17.4206, 10.7214, 24.1198, 8.04177, 10.7214, 2.68242, 4.02226, 2.68242, 0, 0, 0, 0.002744, 9.3816, 10.7214, 10.7214, 2.68242, 10.7214, 18.7605, 26.7995, 24.1198, 29.4792, 9.3816, 0, 0.002744, 10.7214, 24.1198, 34.8385, 40.1979, 42.8775, 46.897, 60.2954, 69.6743, 69.6743, 56.2759, 38.858, 26.7995, 30.819, 8.04177, 36.1783, 73.6938, 76.3735, 72.354, 65.6548, 58.9556, 60.2954, 73.6938, 75.0336, 76.3735, 66.9946, 45.5572, 26.7995, 17.4206, 25.4597, 8.04177, 30.819, 65.6548, 75.0336, 80.393, 79.0531, 76.3735, 73.6938, 75.0336, 66.9946, 44.2174, 28.1393, 17.4206, 21.4401, 22.78, 28.1393, 12.0613, 0, 14.741, 28.1393, 45.5572, 50.9166, 58.9556, 50.9166, 46.897, 28.1393, 21.4401, 22.78, 20.1003, 21.4401, 18.7605, 14.741, 0, 4.02226, 25.4597, 26.7995, 6.70193, 4.02226, 17.4206, 21.4401, 26.7995, 13.4011, 13.4011, 14.741, 14.741, 14.741, 5.36209, 0, 0, 10.7214, 40.1979, 38.858, 36.1783, 33.4987, 25.4597, 10.7214, 13.4011, 13.4011, 9.3816, 10.7214, 4.02226, 2.68242, 0.002744, 9.3816, 17.4206, 9.3816, 33.4987, 33.4987, 34.8385, 40.1979, 37.5182, 32.1588, 29.4792, 21.4401, 12.0613, 12.0613, 1.34258, 0, 9.3816, 26.7995, 20.1003, 1.34258, 10.7214, 4.02226, 5.36209, 14.741, 24.1198, 25.4597, 26.7995, 18.7605, 9.3816, 8.04177, 0, 2.68242, 20.1003, 28.1393, 16.0808, 18.7605, 28.1393, 17.4206, 9.3816, 2.68242, 4.02226, 4.02226, 5.36209, 4.02226, 6.70193, 17.4206, 29.4792, 45.5572, 46.897, 45.5572, 28.1393
