0.503733, 4.57037, 213.25, 151.427, -1212.26, -1493.34, -487.578, -42.9767, -0.76909, 15.3937, 404.303, -34.165, -1645.29, -1251.65, 56.2113, 404.235, -2.59089, 91.8965, 496.39, -554.904, -1977.99, -1001.98, 171.128, 556.482, 8.90717, 295.564, 384.938, -1234.06, -2003.64, -700.059, 254.042, 488.867, 50.3492, 456.092, -196.849, -1797.79, -1574.16, -294.351, 416.338, 367.831, 306.303, 344.838, -1198.1, -1878.25, -775.06, 91.1256, 439.824, 210.564, 390.764, -497.324, -1682.42, -1376.38, -274.459, 358.113, 407.024, 73.0205, -75.0866, -1215.42, -1328.91, -455.395, 32.4147, 315.25, 254.452, -2.30961
-0.575879, 14.0556, -179.087, -149.462, 378, 515.582, 196.159, -41.0839, -2.45344, 0.786895, -314.193, -343.778, -28.5162, 257.315, 198.088, -6.31125, 6.11775, -39.5458, -337.2, -311.289, 12.3355, 197.319, 31.7301, -89.0121, 12.8264, -114.993, -212.578, -116.81, -30.8485, 111.628, -40.1626, -118.79, -29.6689, -223.668, -169.211, 104.008, 97.3478, 20.1563, -127.312, -162.951, -78.2536, -289.33, -245.209, 94.9141, 142.198, -30.4949, -111.217, -189.234, -107.957, -150.486, -159.453, -92.7074, 28.9851, -56.6723, -156.818, -158.361, -150.184, -109.388, 7.65016, -15.6952, -86.8231, -95.2427, -188.454, -114.082
0.463548, 23.4686, 60.5174, -523.261, -1113.9, -209.955, 792.328, 181.449, 4.48166, 37.4871, 26.1662, -728.066, -1259.26, 153.353, 1127.28, 11.0771, 13.0194, 35.064, -139.127, -900.435, -942.139, 651.303, 1048.48, -431.708, 22.6587, -21.5945, -459.722, -1038.49, -385.797, 1032.58, 591.72, -646.7, 7.08221, -143.651, -738.764, -1000.36, 183.618, 1095.79, 11.465, -671.314, -104.553, -416.497, -844.599, -621.991, 673.629, 744.316, -443.413, -534.401, -290.399, -656.562, -766.828, -30.0099, 888.241, 168.874, -630.193, -309.24, -368.462, -689.419, -458.511, 530.267, 629.552, -356.843, -465.672, -139.588
-0.1541, -32.0564, -347.841, -850.739, -493.263, 199.121, 361.706, 5.00408, -2.11067, -75.5204, -494.261, -665.528, 66.8591, 374.419, 79.7655, -367.491, -12.4365, -172.364, -614.324, -424.918, 313.753, 320.726, -74.8611, -553.132, -46.1028, -345.637, -765.568, -140.72, 472.528, 193.06, -231.335, -638.1, -129.799, -566.928, -735.768, 295.364, 515.837, 54.8738, -401.187, -564.757, -294.458, -817.678, -334.669, 665.319, 419.912, -170.595, -629.962, -414.356, -638.41, -730.247, 498.39, 821.226, 76.0878, -512.993, -571.656, -252.59, -712.472, 118.936, 1104.05, 381.279, -431.167, -621.22, -401.141, -127.798
-0.869636, -51.757, -137.976, 474.94, 458.873, -504.988, -434.758, 81.4458, -12.2366, -99.5334, -78.5117, 371.303, -194.707, -726.437, -261.985, 79.5638, -29.213, -157.98, 145.965, 314.936, -664.301, -784.4, -67.1077, 112.244, -65.5311, -65.3709, 438.858, -42.6205, -902.395, -550.354, 31.9953, 113.218, -137.177, 199.888, 628.753, -689.527, -936.172, -195.414, 52.5485, 82.1014, 0.294678, 589.522, 21.5788, -1090.96, -596.777, 47.871, 77.4336, 115.501, 349.318, 432.999, -1022.74, -896.798, -82.5811, 21.4265, 102.454, 131.987, 319.075, -605.224, -1137.2, -259.134, 27.9327, -43.8594, 151.575, 110.69
0.736502, -0.399901, -104.404, -86.1334, -419.462, -921.705, -591.739, -146.153, 7.61311, -27.1176, -40.7323, -16.7437, -654.646, -1071.89, -440.384, -1.20223, 4.40197, -45.5386, 76.1172, -54.4661, -949.199, -971.761, -63.0536, 146.824, -10.3992, -16.0238, 130.156, -282.279, -1107.77, -712.659, 225.841, 155.867, -23.7897, 68.9323, -9.33289, -693.682, -1203.98, -371.634, 348.522, 37.0206, 74.8647, 138.161, -293.825, -969.647, -1057.08, -32.2944, 238.105, -54.4927, 82.5258, -82.5378, -588.657, -1157.07, -582.377, 283.281, 111.703, -68.8698, -154.107, -482.497, -865.343, -1000.73, -72.0275, 329.603, -58.2604, -20.7031
-1.15755, -51.0667, -142.514, 22.3671, 191.68, -87.6164, -42.6909, 70.1845, -13.85, -64.1999, -130.475, 61.267, 61.1466, -239.157, 71.9647, 130.28, -31.2741, -101.356, -125.595, 98.4474, 58.302, -185.511, 140.163, 46.1119, -52.0815, -137.29, -111.316, 85.5637, -8.87623, 80.5033, 189.706, -31.9433, -59.3494, -88.2023, -48.3571, -31.4724, -105.091, 213.035, 212.147, -58.7711, -100.295, -110.312, 66.6873, -38.8779, -41.2506, 283.543, 96.3684, -24.1492, -80.3427, 124.14, 117.909, 16.9806, 181.522, 206.235, 30.8806, 1.46919, 134.602, 267.023, 105.429, 155.62, 362.182, 159.838, -36.1982, 0.69071
-0.25397, -14.4855, -148.377, -95.4242, 367.037, 435.62, 71.1426, -157.243, -2.28601, -46.8749, -171.635, -95.1282, 406.184, 106.722, -269.602, -291.932, -3.01909, -88.8836, -216.07, 53.6551, 572.867, -120.504, -515.072, -349.079, -24.5956, -108.273, -168.545, 298.415, 482.899, -248.137, -536.459, -278.469, -61.8602, -141.812, -4.90276, 523.466, 108.635, -408.445, -375.213, -222.401, -93.449, -97.3113, 258.441, 351.092, -231.137, -375.043, -252.071, -124.994, -104.526, 51.8433, 290.673, 25.447, -401.192, -354.785, -194.019, -56.0866, -49.9752, 81.5115, 84.0476, -203.141, -290.277, -276.602, -164.458, -39.231
0.0300286, 0.21858, -118.54, -303.579, -25.5146, 63.7779, 297.547, -126.712, 2.36889, -8.43721, -169.912, -360.375, -269.508, -21.0628, 343.034, -92.6999, 1.35435, -36.1559, -224.715, -283.331, -356.764, -77.4175, 280.875, -157.928, 3.95875, -100.276, -243.201, -182.62, -268.705, -56.5027, 191.871, -209.393, -17.6558, -202.52, -272.763, -222.539, -95.9748, 96.3413, 9.3138, -227.305, -101.094, -265.897, -299.743, -154.943, -102.669, 161.682, -98.1737, -199.038, -196.969, -203.447, -155.693, -214.055, -98.552, 128.009, -131.463, -106.178, -210.4, -17.277, 8.54296, -50.4826, 81.9022, -60.6808, -73.3652, -26.1067
0.0512848, -14.6199, -127.685, -383.149, 27.2802, 390.377, 297.955, -198.842, -4.01789, -45.9936, -196.846, -252.452, -13.3567, 57.5874, 223.289, 152.664, -11.0402, -103.238, -236.863, -70.7774, -71.098, -191.584, -39.4019, 35.3205, -34.325, -177.723, -228.242, 66.3762, -125.472, -345.099, -179.684, -14.7094, -118.585, -264.086, -54.947, 80.2531, -114.239, -276.681, -226.224, -33.6813, -229.441, -142.049, 62.3306, -206.8, -227.07, -65.1182, -105.013, -34.0137, -212.86, 27.3382, 68.1354, -364.814, -371.565, -105.501, 58.9021, 49.4693, -148.258, 69.7382, -174.045, -318.982, -212.748, -190.672, 37.8858, 50.2075
