437.699, -980.168, 264.707, 578.484, 425.086, -1392.76, -370.648, -292.399, 116.114, -1055.93, -516.882, -481.035, -129.994, -940.293, -560.229, 1073.4
-87.4356, -114.937, 315.918, 120.285, -41.5168, 900.64, 676.428, -76.3574, -39.5347, 564.026, 1200.99, 921.239, -182.658, 582.105, 349.441, 492.051
-41.2403, -286.31, 840.924, 44.558, -180.325, 580.124, 1126, -207.921, -324.849, 585.138, -171.959, 355.801, 35.9229, -25.181, -196.603, 382.935
-351.079, 868.487, 955.098, -559.701, -307.488, 219.892, -707.094, -168.656, -266.828, -193.234, -794.328, 154.661, 263.909, -17.8511, 443.354, 324.827
525.502, 379.801, 255.368, 93.6414, 71.7986, -34.583, 267.174, 407.209, -177.163, -120.295, 650.865, 147.412, -427.695, -523.023, -578.786, 119.397
43.8109, -318.407, 63.2222, 292.296, -88.7457, -666.935, 792.647, 465.216, -185.297, -638.855, -368.933, -24.2279, -186.901, -1212.03, -1074.76, -189.071
67.6897, 175.787, -53.7519, 148.812, 98.4775, 134.521, 370.603, 22.2636, 94.4618, 555.902, 622.976, 150.828, 95.919, 355.683, 881.239, 360.786
-51.6351, 512.548, -31.156, -141.057, 59.6123, 380.549, 20.3596, -11.8112, 171.45, 360.13, 190.798, 324.615, 108.637, -20.9976, -87.0149, -251.618
-92.5764, -155.574, 61.6456, -56.8509, -168.366, 392.552, 675.663, -402.238, -348.407, 226.716, 484.234, 125.456, -246.273, 371.772, 413.624, 273.437
-178.773, 2.27833, -71.8791, 282.289, -226.95, -224.705, -343.623, -170.83, -168.341, -220.152, 256.841, 774.726, -53.2657, 170.197, 538.201, 505.977
18.4112, 2.79144, 220.451, 257.658, 58.4923, 31.7491, -239.243, -341.973, -71.6718, 195.491, 793.827, 806.149, -422.702, 580.92, 808.856, 424.729
80.2711, -49.1826, 167.646, -418.632, 141.39, 681.987, 381.258, -148.071, 4.33408, 1081.7, 1055.78, 212.201, -172.377, 322.171, 503.759, 349.906
-105.023, -117.68, 109.715, 92.7212, -91.1617, -225.792, -773.072, -781.029, 129.04, 236.959, 44.3185, -993.036, 791.998, 943.725, 929.082, 887.913
-221.284, -529.029, 42.6004, 377.145, -299.614, -246.978, -92.9107, -584.373, -307.792, -201.463, 105.771, 270.509, -226.995, 492.698, 781.931, 776.954
149.206, 370.478, 1158.65, -723.198, -295.285, 955.508, 268.768, -329.323, -741.46, 178.498, -736.917, 265.327, -409.332, -361.554, -723.008, 164.919
69.1445, -0.0727359, -301.429, -162.23, 336.101, 405.596, -174.372, -337.518, 443.267, 556.857, -76.9576, -341.683, 294.7, 426.177, 387.374, 108.065
131.462, 667.319, 827.309, -331.17, 124.129, 22.1439, 109.798, 377.483, 221.409, 477.28, 725.168, 634.049, 182.592, 293.937, 706.237, 815.706
101.774, 30.3826, -87.8528, 155.413, 79.4124, 39.1629, -207.033, -111.7, 1.0211, 35.1948, 72.1635, -29.1851, -16.3317, -151.718, -36.1911, 134.155
-13.6583, 202.958, 11.6357, 117.663, 42.8496, 271.653, 44.7764, -280.057, -15.9669, 965.641, 868.916, 119.198, 181.988, 384.297, 1115.79, 909.821
-76.5984, -423.9, 519.851, 419.191, -67.3608, -347.544, 286.26, -174.553, -63.9011, -50.4928, 66.4283, -183.468, 165.395, 367.194, 437.265, 690.301
-109.422, -352.887, 792.918, 659.531, -225.267, -411.289, 1057.93, 142.384, -399.812, -305.115, 344.517, 3.09103, -107.549, -335.054, -124.353, 318.847
