0.524521, 0.440991, 32.0169, 111.918, 57.6635, 0.440991, 0.40835, 87.028, 167.007, 149.862, 18.442, -511.509, -534.278, -111.969, 318.984, 44.9844, -1235.34, -166.85, -782.722, 290.759, 167.289, -0.46408, 130.938, 699.252, 936.829, -709.763, 854.419, 376.651, 54.7459, 34.8171, 25.8612, -1089.09, 23.1238, 461.613, 192.03, 248.476, 314.923, -907.553, -14.6503, 171.783, 144.43, 0.0945187, 82.9503, -301.743, -142.838, 37.3254, 120.454, 0.222273, 0.21881
-0.255782, -0.445976, -0.445976, 28.9525, 60.6059, 35.8369, -0.34528, 0.591154, 17.2825, 128.352, 195.994, 18.352, 85.12, -69.8235, 314.729, 442.308, 237.349, 696.106, 827.772, 458.162, -43.7498, -284.626, -154.467, -173.253, -327.78, 217.875, 112.659, -111.865, 104.139, 55.848, -141.4, -134.552, -4.46881, -49.514, -30.4314, 23.8652, 7.76245, -168.53, 87.5595, 27.1532, -41.0862, -0.465095, -12.9481, -48.7968, 114.493, 61.8269, -55.2881, -0.256752, -0.31488
0.149808, 2.40547, 0.104932, 0.104932, 0.104932, 0.104932, -0.0475876, 0.982938, -45.7405, -208.292, -427.279, -55.0855, 185.696, -108.632, -67.8859, -500.349, -416.029, -397.145, -272.923, 366.986, -215.19, 27.9525, 158.487, 143.167, -415.318, 112.606, 611.788, -216.292, 46.9895, 247.686, -146.463, -171.251, 621.401, 135.492, -28.7383, 7.59195, -284.543, -385.304, 658.613, 642.107, -48.413, -0.261776, 5.32464, -302.027, 522.687, 595.576, -67.4621, 0.0680194, 0.00691214
0.0844314, -0.0957915, -0.0957915, -0.0957915, -0.0957915, -0.0957915, -0.277897, -7.23351, -48.5915, -189.014, -548.51, -167.301, 209.808, 160.194, -166.498, -227.808, 798.068, 590.505, 83.2178, 260.493, -21.9717, 528.306, 896.505, 824.657, -522.69, 561.188, 33.2715, -189.519, 264.187, -58.4078, -768.747, 1448.77, 1082.92, -373.255, -29.1163, -23.2795, -319.912, 1658.71, 1609.83, -441.362, -55.7028, -0.138262, -112.466, 780.414, 1309.96, -362.533, -71.623, -0.139504, 0.034543
-0.102967, -0.273236, 30.3437, 286.103, 346.421, 113.411, -0.101434, -11.1989, 671.761, 743.482, 622.773, 454.405, 152.645, -40.9989, 368.917, 573.743, 23.5377, 334.897, 565.083, 44.3136, 63.7472, -12.8915, -688.112, -172.123, 614.134, -358.777, 228.8, 167.412, -47.6237, 227.264, 1092.94, 110.324, 135.096, 188.093, 188.358, 118.807, 844.862, 57.6959, -24.2196, 170.837, 182.803, 53.4009, 144.841, -224.353, -100.423, 179.096, 170.178, 74.695, -0.0232392
0.471859, 2.97547, 49.109, 116.266, 90.0436, 0.242804, 0.139885, 151.332, 430.684, 526.97, 492.761, 516.261, 179.816, -24.9781, 252.1, 290.669, -95.91, -843.086, -730.335, -132.67, 41.3831, -77.2251, -455.892, 14.8205, -14.0687, -880.637, 255.433, 23.0719, 39.5502, 184.548, 121.676, -432.986, -9.42189, 338.61, -6.81943, 99.9689, 171.978, -391.799, -290.474, 318.29, 5.1739, 2.65447, -46.5676, -415.872, -283.525, 268.053, 65.374, 3.93984, 0.406592
-0.258424, -0.35519, 11.8663, -0.35519, -0.35519, -0.35519, 4.05419, 6.75457, 1.34901, -145.343, 107.21, 293.113, -51.6734, -21.6704, 47.4419, 502.301, 540.264, 432.979, 286.311, 180.912, 50.0262, 253.051, 154.734, 172.045, 415.682, 436.637, 192.137, 17.2856, -74.7387, 59.5442, 168.981, 88.0605, 383.59, 271.596, 10.2036, -29.1022, 364.693, 247.108, 397.162, 416.626, 10.186, 7.47492, 69.6737, 262.171, 411.214, 424.393, 25.8141, 11.8224, -0.178563
-0.1388, 1.01799, 10.5946, 52.5161, 88.4208, 22.3741, -0.0954339, 0.403985, 197.821, 246.137, 216.76, 200.76, 86.478, -113.358, 10.3649, 231.494, 102.993, 14.7052, 537.167, 301.53, -73.9091, 51.9347, -0.269009, -144.275, 30.9352, 69.2286, -321.107, -54.6815, 67.1119, 42.128, 307.798, 222.053, -235.516, -169.548, -18.6596, -6.43618, 160.891, 221.233, -96.4205, -161.706, -26.924, -0.00618002, -0.549162, 14.4394, 8.26995, -46.6425, -27.6692, -0.0995681, 0.0726355
-0.0872007, 0.510663, 48.4135, 62.1326, -0.0820145, -0.0820145, -0.0790219, 46.9264, 72.484, 58.4524, -107.1, -125.013, -306.356, -155.298, -62.3719, 238.022, 234.527, 218.927, 353.752, 91.0189, -271.512, -83.8625, -73.0494, -49.3309, -371.399, -157.517, 107.349, -91.4128, 61.22, 2.47858, -143.63, -65.1457, 6.66611, 111.146, 7.12234, 9.13532, -138.435, -38.4696, 86.8602, 128.423, 15.4913, 11.5151, -44.7184, 61.1134, 148.297, 146.329, 27.9261, 11.3338, -0.0383366
0.143139, 0.1304, 0.1304, 0.1304, 0.1304, 36.6575, 50.9982, -16.1812, -133.884, -198.976, -183.681, -169.107, -98.3545, 30.0683, -56.8879, 86.0616, -75.8213, -319.577, 694.603, 620.399, -205.221, 16.6467, 52.8522, 25.0003, 105.38, 198.167, 508.679, 168.893, 43.3201, -253.231, -42.8417, -40.3782, -265.184, 9.24608, 95.3188, -48.6243, -5.8346, 88.2454, -221.37, -19.4243, 45.8758, 2.29555, -5.81258, -47.7618, -105.028, -47.5358, 46.3882, 13.0934, -0.0750825
-0.382257, -0.41287, -0.41287, -0.41287, -0.41287, -0.41287, -0.190441, -13.2066, -64.7788, -107.107, -130.07, -283.723, -199.441, -8.18015, 143.026, 380.924, 398.09, 983.322, 1370.25, 796.96, -55.9771, -117.437, 742.788, 752.341, 372.546, 173.067, 269.027, 1.99466, -43.7259, -236.097, -234.811, -231.664, -326.757, -33.2961, -5.2947, -0.55498, -23.8213, -79.8995, -232.114, -62.7187, -7.79118, -0.149856, -35.198, 22.927, -78.132, -117.555, -13.1908, -0.309896, -0.320761
-0.31317, -0.361192, -0.361192, -0.361192, -0.361192, -0.361192, -0.224884, 16.0419, -37.3508, 119.548, 377.273, 357.419, 51.3888, -107.142, 139.733, 621.937, 517.394, 252.94, 109.155, 265.501, -276.043, 2.67342, 110.4, 39.695, -282.665, -68.6365, 350.538, -33.1007, -42.0346, -153.469, -47.9253, -289.063, -292.623, -60.3222, -9.12909, 38.6372, 145.327, -10.9573, -257.387, -96.8434, -14.2826, -0.160137, 55.0311, -46.9446, -168.251, -83.2865, -18.7033, -0.00818003, 0.0142533
-0.0286424, 0.0533004, 0.0533004, 0.0533004, 0.0533004, 0.0533004, 0.0237968, -25.6738, -112.063, -111.995, -119.926, -422.466, -461.45, -141.97, -84.4979, -206.747, -414.142, 1317.52, 1204.33, -35.9526, -46.9899, 967.928, 1639.76, 2505.77, 2446.95, 872.441, 61.9022, -19.9206, 129.225, -104.601, -542.564, -155.536, 132.593, -205.818, -39.548, -63.6295, -118.007, 320.589, 518.212, 117.077, -77.6981, -0.18917, 186.818, 1156.51, 878.198, 304.818, -118.179, -1.0177, -0.407802
-0.0589761, 10.7968, 30.1935, 2.56588, -0.0369656, -0.0369656, -0.0366756, 22.042, 26.2982, -169.414, -591.663, -858.322, -539.222, -118.331, 56.4588, 174.351, 141.166, 47.465, 448.603, 622.805, 81.6255, -104.052, 11.5079, 158.14, -34.1197, 164.084, 587.191, 278.402, -46.7556, -251.122, -545.06, -586.292, 7.01477, 250.719, 104.648, -2.38559, -233.575, -407.757, -43.4504, 171.117, 146.106, 0.285177, 21.5131, -100.811, -24.4978, 144.915, 169.238, 2.07193, -0.329515
0.162733, 0.175138, 0.175138, 0.175138, 0.175138, 0.175138, 0.0470353, -13.1886, -59.6934, -144.127, -345.882, -302.888, 99.8906, -21.0357, 51.4061, -529.746, -659.327, -408.766, -476.252, 705.306, -197.474, -141.48, -164.029, -442.399, -613.659, 698.225, 478.216, -212.548, -12.4974, -39.0373, -292.378, 613.134, 573.854, -409.12, -45.2411, 22.0462, 24.533, 187.413, 575.886, -511.311, -70.9806, 0.0563681, 36.0562, -97.2927, 298.48, -413.852, -90.8492, 0.445316, 0.241493
0.015759, 3.44425, 1.92178, 0.0186196, 0.0186196, 0.0186196, 0.104611, 7.44187, -37.7879, -167.991, -61.1335, 260.552, -138.424, -7.5439, 48.2283, 175.102, 209.843, 424.576, 281.031, -356.489, -58.2168, -42.9848, 27.4759, 507.331, 360.914, 464.23, -97.5688, 20.535, -41.0499, 243.35, 293.779, -60.4582, 72.5186, -15.0075, 44.247, -22.171, -81.2054, -30.6245, 35.4531, 34.8047, 19.282, 9.78372, -35.3491, -114.006, 6.25487, 181.04, 28.6663, 18.7555, -0.0564193
