4.94252, 0, 0, 0, 22.8779, 5.34821, 0, 0, 12.0373, 0, 0, 0, 1.33404, 0, 0, 0
0, 1.72684, 3.69198, 0.410373, 4.67685, 0, 0, 0, 4.84676, 2.67884, 0, 0, 0, 0.471923, 0, 0
14.8044, 13.22, 21.7249, 0, 11.0146, 12.2188, 18.8618, 0, 7.71926, 2.38587, 14.8299, 0, 2.6348, 2.95335, 1.95949, 1.00746
6.22443, 0, 0.362741, 0, 0, 0, 0, 0, 3.90909, 0, 0, 0, 0, 0, 0, 0
0, 0, 2.05171, 0, 0, 16.252, 0, 1.78786, 0, 4.07539, 0, 0, 0, 1.69012, 4.29338, 2.71295
3.8052, 0, 0, 0, 0, 0, 0, 0, 4.62076, 0, 0, 5.38563, 2.13735, 0, 1.03139, 0
0, 0, 0, 0, 13.0149, 10.1063, 25.4814, 15.2653, 11.2692, 2.75956, 11.1042, 8.93976, 0.0748252, 3.11511, 3.4727, 0.93527
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4023, 1.06196, 0, 0
5.19231, 16.4944, 10.3529, 11.7751, 0, 22.2467, 0, 13.3146, 0, 2.44007, 0, 0, 0, 2.4542, 0.643054, 0
7.83551, 6.11475, 10.8502, 8.56459, 4.70599, 9.34116, 9.65521, 8.86771, 6.8607, 2.61012, 0, 2.43109, 0, 0, 0, 3.5868
8.25637, 13.4052, 4.9181, 19.7151, 18.6876, 11.1648, 29.919, 19.251, 11.7594, 12.7627, 10.6702, 7.7722, 5.86053, 8.53176, 4.82643, 1.9543
10.7962, 12.7938, 1.80051, 1.05613, 13.8556, 0, 2.51282, 0, 6.81998, 4.34522, 0, 3.06697, 3.773, 2.88606, 4.8439, 0
0, 2.20264, 10.2845, 9.06863, 0, 11.425, 9.59472, 15.5452, 0, 0, 1.68522, 3.66728, 0, 0, 0, 0.687145
0, 2.84756, 6.10042, 3.63817, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5.6524, 0, 11.2104, 0, 13.656, 0.974519, 5.18564, 5.9185, 0.0402866, 3.313, 15.8887, 3.21243, 0.462732, 0.0348387, 2.79466, 0.069217
0, 10.6111, 0, 0, 4.62977, 13.9592, 0, 9.65658, 3.85126, 2.98412, 0.421145, 7.19196, 6.10032, 5.43203, 4.21888, 5.2387
21.3661, 7.38079, 7.01768, 2.75404, 0, 5.49536, 0, 5.0581, 0, 1.3569, 0, 1.3368, 0, 2.43614, 1.25761, 1.73457
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59868, 0.994809, 3.70087
4.68912, 0, 0, 0, 0, 0, 8.00853, 0, 0, 0, 2.98548, 0.449473, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0.763275, 0, 0, 0, 4.99719, 0, 0, 0, 0, 0.116562
